,Name,Unique Entry ID,Total_Google_Searches,Poll_Results,Overall_Popularity
349,Sylvia,PZsBTkeYBg5ACE5xB,2437800.0,394.0,2438194.0
350,T-Bone,QLPX4QqjhiPwCLcko,1258900.0,227.0,1259127.0
351,Tabby,P3ouRnR3NRSch3LaC,1527500.0,2534.0,1530034.0
352,Tad,v74Hs9XT2zRC6gDjE,1634500.0,392.0,1634892.0
353,Tammi,vYWvCyge46SGeHfHH,2288100.0,396.0,2288496.0
354,Tammy,vw7ussv29jkjDdnJ7,3005650.0,793.0,3006443.0
355,Tangy,eeMEC83wHWmKuHNvh,1179750.0,5608.0,1185358.0
356,Tank,tq4TfLyNJx7un4h2m,1632550.0,639.0,1633189.0
357,Tasha,i3FzxyjfuBzy7Fnv3,2077300.0,1024.0,2078324.0
358,Teddy,JhB2GSBmZCpaqRGDv,1811820.0,1617.0,1813437.0
359,Tex,99QcysqkrEZ7ycBWs,2619900.0,592.0,2620492.0
360,Tia,2SK8tjSB8JvYLgPn9,2470000.0,4682.0,2474682.0
361,Tiffany,yhaDSkcEFYP6urwjN,994100.0,804.0,994904.0
362,Timbra,yafB94xabfKKPPNSp,1803800.0,256.0,1804056.0
363,Tipper,ZWevBdWKRpz7DC7B4,2578650.0,686.0,2579336.0
364,Tom,2vHKegY3XyX2DBc6G,1989950.0,761.0,1990711.0
365,Truffles,3oNZnyk4zv3zJD2m5,1875850.0,236.0,1876086.0
366,Tucker,96HCsK6H2c7J2ARMa,230100.0,406.0,230506.0
367,Tutu,HqboYio5a8bRbKtcL,1247100.0,1119.0,1248219.0
368,Twiggy,P6sD4cQvXFHHvNcz8,1234000.0,541.0,1234541.0
369,Tybalt,Q49mH4FY3BrgFDoyN,2402300.0,481.0,2402781.0
370,Ursala,zodRh39TrqXPbGW49,2133000.0,521.0,2133521.0
371,Velma,PkAYXk745ZHBE69a9,1967850.0,232.0,1968082.0
372,Vesta,pkzxW9Pmtd39TMdDH,1072400.0,1097.0,1073497.0
373,Vic,9ouwtyzDNP65WJv77,542350.0,313.0,542663.0
374,Victoria,R5zfwZxyxaa6gue4d,2070800.0,362.0,2071162.0
375,Violet,z7N6aubfytXa7Z4Me,876730.0,147.0,876877.0
376,Vivian,tWyG3bE5fwvNNGpWM,1395550.0,1098.0,1396648.0
377,Vladimir,Eskwc34f2x6Qx6ZNT,2120800.0,382.0,2121182.0
378,Wade,cy2hRtipGaiHEBPd8,1123550.0,1434.0,1124984.0
379,Walker,rh6PGwW3Lg6EFcfo6,3123900.0,921.0,3124821.0
380,Walt,wN36ADi7MxiLNJ3Eu,474440.0,692.0,475132.0
381,Wart Jr.,HCbj4RPsBexGWd2Sy,0.0,517.0,517.0
382,Weber,QrbKSTR4H9tFKBofW,1361700.0,650.0,1362350.0
383,Wendy,YyW9WdsWe6EgMF4Mq,1055550.0,1140.0,1056690.0
384,Whitney,KbixDxCFpoWTimarv,1227400.0,4464.0,1231864.0
385,Willow,HT58xc2w7ootdCRWb,742840.0,893.0,743733.0
386,Winnie,b4HwfyvThyipScSAv,1919900.0,425.0,1920325.0
387,Wolfgang,RbF2wcn6jRxtgLDRd,4188750.0,2888.0,4191638.0
388,Yuka,QDcxk3dCNT6yeD9hk,2017100.0,501.0,2017601.0
389,Zell,LodBWtdMRZbjFNga9,2097950.0,2839.0,2100789.0
390,Zucker,2F5tipHqgmWvWXTLC,2512500.0,17442.0,2529942.0
